FID,÷≤±ª»∫,¥Û¿‡,Vegatation,Code,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7,X,Y
39,–°·‘≤›≤›µÈ,≤›µÈ,–°·‘≤›≤›µÈ,2,0,0,0,88,247,865,856,766,478,0,0,0,905,32767,846,703,763,828,917,831,180.0010071,3599,3.7098401,244,880,994,1216,117,1403,486,1366,1598,1600,1992,2655,3264,3801,3849,2972,2007,1604,269,106,171,265,390,0,0,0,0,0,0,0,22,7,38,93,122,211,258,254,166,58,50,0,0,0,0,0,1,1,1,2,1,1,1,1,2,3,7,11,11,8,10,8,5,3,1,1,1,1,1,13562,13693,13639,13816,13962,14237,13849,14234,14222,14813,14582,14556,14700,14865,14906,14803,14322,14700,13962,13956,13754,13622,13485,14240.45652,14329.13043,14188.19565,14449.04348,14409.80435,272,1076,1507,1397,125,1322,672,2296,2429,2453,3385,4591,5238,5327,5254,4890,3513,2783,334,119,231,348,518,0,0,0,0,0,0,0,17,5,32,84,111,183,231,220,151,50,44,0,0,0,0,0,9,9,9,15,4,7,3,6,9,17,31,43,43,33,44,34,29,18,6,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31,43.66666667,44.16666667,43.16666667,30.58333333,343,343,343,343,343,343,126,87,68,68,68,68,1782,2274,3367,3466,2600,1697,947,1124,3514,788,1177,3702,3099,1854,1070,3510,581,1045,4024,2884,2020,1234,3350,817,1207,3865,3232,2254,1264,2239,633,941,3226,3117,2161,99.26240587,38.62367323
40,–°·‘≤›≤›µÈ,≤›µÈ,–°·‘≤›≤›µÈ,2,0,0,0,88,247,865,856,766,478,0,0,0,905,32767,846,703,763,828,917,831,180.0010071,3599,3.7098401,244,880,994,1216,117,1403,486,1366,1598,1600,1992,2655,3264,3801,3849,2972,2007,1604,269,106,171,265,390,0,0,0,0,0,0,0,22,7,38,93,122,211,258,254,166,58,50,0,0,0,0,0,1,1,1,2,1,1,1,1,2,3,7,11,11,8,10,8,5,3,1,1,1,1,1,13562,13693,13639,13816,13962,14237,13849,14234,14222,14813,14582,14556,14700,14865,14906,14803,14322,14700,13962,13956,13754,13622,13485,14240.45652,14329.13043,14188.19565,14449.04348,14409.80435,272,1076,1507,1397,125,1322,672,2296,2429,2453,3385,4591,5238,5327,5254,4890,3513,2783,334,119,231,348,518,0,0,0,0,0,0,0,17,5,32,84,111,183,231,220,151,50,44,0,0,0,0,0,9,9,9,15,4,7,3,6,9,17,31,43,43,33,44,34,29,18,6,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31,43.66666667,44.16666667,43.16666667,30.58333333,343,343,343,343,343,343,126,87,68,68,68,68,1782,2274,3367,3466,2600,1697,947,1124,3514,788,1177,3702,3099,1854,1070,3510,581,1045,4024,2884,2020,1234,3350,817,1207,3865,3232,2254,1264,2239,633,941,3226,3117,2161,99.26240587,38.62367323
41,–°·‘≤›≤›µÈ,≤›µÈ,–°·‘≤›≤›µÈ,2,0,0,0,98,246,862,894,762,481,0,0,0,905,32767,868,803,790,872,895,910,212.5010071,3441,10.1682997,1198,773,894,678,-7,910,-105,817,876,286,1505,373,1738,2220,1834,1980,1366,1029,565,1012,1160,714,1066,0,0,0,0,0,0,0,9,7,9,21,22,96,143,131,92,25,31,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,2,6,3,3,2,2,1,1,1,1,1,13143,13659,13503,13684,13774,14002,13816,13963,14170,13973,14488,14263,14389,14876,14786,14396,14369,14479,14006,13923,13659,13692,13424,14303.67391,14444.26667,14348.13043,14485.36957,14411.76087,1949,1268,1273,1023,-6,1391,-102,946,1372,418,3134,358,3411,3404,3021,3244,2318,1874,1060,1434,1752,1354,1735,0,0,0,0,0,0,0,8,5,9,18,20,86,131,116,84,22,26,0,0,0,0,0,9,9,9,9,2,7,6,6,5,5,11,12,11,27,14,16,14,11,9,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31.83333333,44.16666667,44.91666667,44.25,31.33333333,326,326,326,326,326,326,120,83,64,64,64,64,1183,1413,2416,2617,3349,2908,2594,6917,7332,3361,3452,3772,3031,2352,1231,2502,744,1124,2879,2774,2038,1373,2678,733,876,1591,1771,1164,1294,1891,688,998,2793,2969,2136,99.3789445,38.59972276
42,–°·‘≤›≤›µÈ,≤›µÈ,–°·‘≤›≤›µÈ,2,0,0,0,98,246,862,894,762,481,0,0,0,905,32767,868,803,790,872,895,910,212.5010071,3441,10.1682997,1198,773,894,678,-7,910,-105,817,876,286,1505,373,1738,2220,1834,1980,1366,1029,565,1012,1160,714,1066,0,0,0,0,0,0,0,9,7,9,21,22,96,143,131,92,25,31,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,2,6,3,3,2,2,1,1,1,1,1,13143,13659,13503,13684,13774,14002,13816,13963,14170,13973,14488,14263,14389,14876,14786,14396,14369,14479,14006,13923,13659,13692,13424,14303.67391,14444.26667,14348.13043,14485.36957,14411.76087,1949,1268,1273,1023,-6,1391,-102,946,1372,418,3134,358,3411,3404,3021,3244,2318,1874,1060,1434,1752,1354,1735,0,0,0,0,0,0,0,8,5,9,18,20,86,131,116,84,22,26,0,0,0,0,0,9,9,9,9,2,7,6,6,5,5,11,12,11,27,14,16,14,11,9,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31.83333333,44.16666667,44.91666667,44.25,31.33333333,326,326,326,326,326,326,120,83,64,64,64,64,1183,1413,2416,2617,3349,2908,2594,6917,7332,3361,3452,3772,3031,2352,1231,2502,744,1124,2879,2774,2038,1373,2678,733,876,1591,1771,1164,1294,1891,688,998,2793,2969,2136,99.3789445,38.59972276
43,–°·‘≤›≤›µÈ,≤›µÈ,–°·‘≤›≤›µÈ,2,0,0,0,98,246,862,894,762,481,0,0,0,905,32767,868,803,790,872,895,910,212.5010071,3441,10.1682997,1198,773,894,678,-7,910,-105,817,876,286,1505,373,1738,2220,1834,1980,1366,1029,565,1012,1160,714,1066,0,0,0,0,0,0,0,9,7,9,21,22,96,143,131,92,25,31,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,2,6,3,3,2,2,1,1,1,1,1,13143,13659,13503,13684,13774,14002,13816,13963,14170,13973,14488,14263,14389,14876,14786,14396,14369,14479,14006,13923,13659,13692,13424,14303.67391,14444.26667,14348.13043,14485.36957,14411.76087,1949,1268,1273,1023,-6,1391,-102,946,1372,418,3134,358,3411,3404,3021,3244,2318,1874,1060,1434,1752,1354,1735,0,0,0,0,0,0,0,8,5,9,18,20,86,131,116,84,22,26,0,0,0,0,0,9,9,9,9,2,7,6,6,5,5,11,12,11,27,14,16,14,11,9,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31.83333333,44.16666667,44.91666667,44.25,31.33333333,326,326,326,326,326,326,120,83,64,64,64,64,1183,1413,2416,2617,3349,2908,2594,6917,7332,3361,3452,3772,3031,2352,1231,2502,744,1124,2879,2774,2038,1373,2678,733,876,1591,1771,1164,1294,1891,688,998,2793,2969,2136,99.3789445,38.59972276
44,–°·‘≤›≤›µÈ,≤›µÈ,–°·‘≤›≤›µÈ,2,0,0,0,98,246,862,894,762,481,0,0,0,905,32767,868,803,790,872,895,910,212.5010071,3441,10.1682997,1198,773,894,678,-7,910,-105,817,876,286,1505,373,1738,2220,1834,1980,1366,1029,565,1012,1160,714,1066,0,0,0,0,0,0,0,9,7,9,21,22,96,143,131,92,25,31,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,2,6,3,3,2,2,1,1,1,1,1,13143,13659,13503,13684,13774,14002,13816,13963,14170,13973,14488,14263,14389,14876,14786,14396,14369,14479,14006,13923,13659,13692,13424,14303.67391,14444.26667,14348.13043,14485.36957,14411.76087,1949,1268,1273,1023,-6,1391,-102,946,1372,418,3134,358,3411,3404,3021,3244,2318,1874,1060,1434,1752,1354,1735,0,0,0,0,0,0,0,8,5,9,18,20,86,131,116,84,22,26,0,0,0,0,0,9,9,9,9,2,7,6,6,5,5,11,12,11,27,14,16,14,11,9,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31.83333333,44.16666667,44.91666667,44.25,31.33333333,326,326,326,326,326,326,120,83,64,64,64,64,1183,1413,2416,2617,3349,2908,2594,6917,7332,3361,3452,3772,3031,2352,1231,2502,744,1124,2879,2774,2038,1373,2678,733,876,1591,1771,1164,1294,1891,688,998,2793,2969,2136,99.3789445,38.59972276
65,‹∏‹∏≤›≤›µÈ,≤›µÈ,‹∏‹∏≤›≤›µÈ,1,0,0,0,384,371,824,729,721,547,40,0,0,799,786,853,820,709,726,32767,32767,325.7929993,2595,10.3662004,1439,1842,1402,1481,2776,1564,2190,1704,2530,2816,3825,4369,4474,3351,3652,3467,3048,2142,2072,1549,1997,1443,1260,0,0,0,0,0,0,2,50,67,35,188,218,273,351,277,206,116,78,4,0,0,0,0,3,2,3,3,2,2,4,5,5,3,6,6,17,18,14,13,6,4,4,3,2,3,3,13214,13182,13449,13711,13663,14110,14075,14283,14408,14371,14719,14343,14406,14724,14827,14419,14281,14415,14002,13859,13554,13320,13063,14399.4,14438.22222,14382,14394.5,14387.80435,3642,3857,3969,3705,5319,3653,4326,3149,4773,6103,7814,7893,7218,7896,7651,6874,6916,6537,3657,3773,5544,4730,4330,0,0,0,0,0,0,2,43,57,30,161,193,234,303,239,177,98,66,-4,0,0,0,0,20,15,20,18,14,11,20,23,24,13,23,25,59,60,54,52,32,23,30,26,18,20,20,0.00594,0.0082646,0.0041047,0.0243797,0.104193,0.1235,0.11955,0.110521,0.122903,0.0261302,0.0115389,0.0009787,33.33333333,45.58333333,45.66666667,44,31.33333333,225,225,225,115,81,64,53,45,39,39,39,39,399,1649,616,955,2700,2631,1779,262,2225,345,695,2629,1921,1105,300,2479,329,722,2969,2059,1170,244,1677,416,711,2733,1946,1098,269,1285,471,805,2974,2641,1782,100.163259,38.29420573
66,‹∏‹∏≤›≤›µÈ,≤›µÈ,‹∏‹∏≤›≤›µÈ,1,0,0,0,384,371,824,729,721,547,40,0,0,799,786,853,820,709,726,32767,32767,325.7929993,2595,10.3662004,1439,1842,1402,1481,2776,1564,2190,1704,2530,2816,3825,4369,4474,3351,3652,3467,3048,2142,2072,1549,1997,1443,1260,0,0,0,0,0,0,2,50,67,35,188,218,273,351,277,206,116,78,4,0,0,0,0,3,2,3,3,2,2,4,5,5,3,6,6,17,18,14,13,6,4,4,3,2,3,3,13214,13182,13449,13711,13663,14110,14075,14283,14408,14371,14719,14343,14406,14724,14827,14419,14281,14415,14002,13859,13554,13320,13063,14399.4,14438.22222,14382,14394.5,14387.80435,3642,3857,3969,3705,5319,3653,4326,3149,4773,6103,7814,7893,7218,7896,7651,6874,6916,6537,3657,3773,5544,4730,4330,0,0,0,0,0,0,2,43,57,30,161,193,234,303,239,177,98,66,-4,0,0,0,0,20,15,20,18,14,11,20,23,24,13,23,25,59,60,54,52,32,23,30,26,18,20,20,0.00594,0.0082646,0.0041047,0.0243797,0.104193,0.1235,0.11955,0.110521,0.122903,0.0261302,0.0115389,0.0009787,33.33333333,45.58333333,45.66666667,44,31.33333333,225,225,225,115,81,64,53,45,39,39,39,39,399,1649,616,955,2700,2631,1779,262,2225,345,695,2629,1921,1105,300,2479,329,722,2969,2059,1170,244,1677,416,711,2733,1946,1098,269,1285,471,805,2974,2641,1782,100.163259,38.29420573
67,‹∏‹∏≤›≤›µÈ,≤›µÈ,‹∏‹∏≤›≤›µÈ,1,0,0,0,384,371,824,729,721,547,40,0,0,799,786,853,820,709,726,32767,32767,325.7929993,2595,10.3662004,1439,1842,1402,1481,2776,1564,2190,1704,2530,2816,3825,4369,4474,3351,3652,3467,3048,2142,2072,1549,1997,1443,1260,0,0,0,0,0,0,2,50,67,35,188,218,273,351,277,206,116,78,4,0,0,0,0,3,2,3,3,2,2,4,5,5,3,6,6,17,18,14,13,6,4,4,3,2,3,3,13214,13182,13449,13711,13663,14110,14075,14283,14408,14371,14719,14343,14406,14724,14827,14419,14281,14415,14002,13859,13554,13320,13063,14399.4,14438.22222,14382,14394.5,14387.80435,3642,3857,3969,3705,5319,3653,4326,3149,4773,6103,7814,7893,7218,7896,7651,6874,6916,6537,3657,3773,5544,4730,4330,0,0,0,0,0,0,2,43,57,30,161,193,234,303,239,177,98,66,-4,0,0,0,0,20,15,20,18,14,11,20,23,24,13,23,25,59,60,54,52,32,23,30,26,18,20,20,0.00594,0.0082646,0.0041047,0.0243797,0.104193,0.1235,0.11955,0.110521,0.122903,0.0261302,0.0115389,0.0009787,33.33333333,45.58333333,45.66666667,44,31.33333333,225,225,225,115,81,64,53,45,39,39,39,39,399,1649,616,955,2700,2631,1779,262,2225,345,695,2629,1921,1105,300,2479,329,722,2969,2059,1170,244,1677,416,711,2733,1946,1098,269,1285,471,805,2974,2641,1782,100.163259,38.29420573
68,‹∏‹∏≤›≤›µÈ,≤›µÈ,‹∏‹∏≤›≤›µÈ,1,0,0,0,384,371,824,729,721,547,40,0,0,799,786,853,820,709,726,32767,32767,325.7929993,2595,10.3662004,1439,1842,1402,1481,2776,1564,2190,1704,2530,2816,3825,4369,4474,3351,3652,3467,3048,2142,2072,1549,1997,1443,1260,0,0,0,0,0,0,2,50,67,35,188,218,273,351,277,206,116,78,4,0,0,0,0,3,2,3,3,2,2,4,5,5,3,6,6,17,18,14,13,6,4,4,3,2,3,3,13214,13182,13449,13711,13663,14110,14075,14283,14408,14371,14719,14343,14406,14724,14827,14419,14281,14415,14002,13859,13554,13320,13063,14399.4,14438.22222,14382,14394.5,14387.80435,3642,3857,3969,3705,5319,3653,4326,3149,4773,6103,7814,7893,7218,7896,7651,6874,6916,6537,3657,3773,5544,4730,4330,0,0,0,0,0,0,2,43,57,30,161,193,234,303,239,177,98,66,-4,0,0,0,0,20,15,20,18,14,11,20,23,24,13,23,25,59,60,54,52,32,23,30,26,18,20,20,0.00594,0.0082646,0.0041047,0.0243797,0.104193,0.1235,0.11955,0.110521,0.122903,0.0261302,0.0115389,0.0009787,33.33333333,45.58333333,45.66666667,44,31.33333333,225,225,225,115,81,64,53,45,39,39,39,39,399,1649,616,955,2700,2631,1779,262,2225,345,695,2629,1921,1105,300,2479,329,722,2969,2059,1170,244,1677,416,711,2733,1946,1098,269,1285,471,805,2974,2641,1782,100.163259,38.29420573
142,«‡∫£‘Á Ï∫Ã°¢¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,144,442,832,916,823,619,0,0,0,841,804,869,956,737,775,736,764,269.9949951,3502,7.75453,656,283,644,85,-91,474,1233,1058,1288,1474,2754,3857,3874,3464,4052,3476,3035,1853,32,204,-107,448,728,0,0,0,0,0,0,4,30,11,26,137,219,257,417,299,236,108,61,3,0,0,0,0,1,1,1,1,0,0,1,2,1,3,3,13,13,15,14,14,7,5,2,1,1,1,2,12929,12810,13815,13015,13269,13916,14274,14658,14136,14368,14863,14458,14421,14821,14826,14583,14377,14507,13877,13760,13877,13768,13563,14253.57778,14428.62222,14405.68889,14417.36957,14243.08889,723,338,877,83,-87,467,2188,2010,2470,3246,5962,6131,6115,6258,6073,5701,5386,3665,34,246,-98,548,1060,0,0,0,0,0,0,4,24,11,25,118,188,222,327,257,199,91,53,2,0,0,0,0,9,4,9,5,1,1,6,9,6,13,15,43,43,57,54,53,39,27,10,9,9,9,14,0.0062694,0.0114205,0.0040738,0.0412466,0.108748,0.156617,0.148235,0.144333,0.102889,0.0336134,0.0134117,0.0002902,37.33333333,53.33333333,51.58333333,51.16666667,34.66666667,398,398,398,398,398,398,226,145,113,113,113,113,1167,1757,956,1103,2228,2315,1489,1030,2548,1815,2056,4446,3528,2814,479,2568,222,542,3005,2190,1041,615,2314,307,585,3073,2351,1204,895,1931,444,689,2811,2503,1579,100.4822456,37.79650065
143,«‡∫£‘Á Ï∫Ã°¢¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,144,442,832,916,823,619,0,0,0,841,804,869,956,737,775,736,764,269.9949951,3502,7.75453,656,283,644,85,-91,474,1233,1058,1288,1474,2754,3857,3874,3464,4052,3476,3035,1853,32,204,-107,448,728,0,0,0,0,0,0,4,30,11,26,137,219,257,417,299,236,108,61,3,0,0,0,0,1,1,1,1,0,0,1,2,1,3,3,13,13,15,14,14,7,5,2,1,1,1,2,12929,12810,13815,13015,13269,13916,14274,14658,14136,14368,14863,14458,14421,14821,14826,14583,14377,14507,13877,13760,13877,13768,13563,14253.57778,14428.62222,14405.68889,14417.36957,14243.08889,723,338,877,83,-87,467,2188,2010,2470,3246,5962,6131,6115,6258,6073,5701,5386,3665,34,246,-98,548,1060,0,0,0,0,0,0,4,24,11,25,118,188,222,327,257,199,91,53,2,0,0,0,0,9,4,9,5,1,1,6,9,6,13,15,43,43,57,54,53,39,27,10,9,9,9,14,0.0062694,0.0114205,0.0040738,0.0412466,0.108748,0.156617,0.148235,0.144333,0.102889,0.0336134,0.0134117,0.0002902,37.33333333,53.33333333,51.58333333,51.16666667,34.66666667,398,398,398,398,398,398,226,145,113,113,113,113,1167,1757,956,1103,2228,2315,1489,1030,2548,1815,2056,4446,3528,2814,479,2568,222,542,3005,2190,1041,615,2314,307,585,3073,2351,1204,895,1931,444,689,2811,2503,1579,100.4822456,37.79650065
144,«‡∫£‘Á Ï∫Ã°¢¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,144,442,832,916,823,619,0,0,0,841,804,869,956,737,775,736,764,269.9949951,3502,7.75453,656,283,644,85,-91,474,1233,1058,1288,1474,2754,3857,3874,3464,4052,3476,3035,1853,32,204,-107,448,728,0,0,0,0,0,0,4,30,11,26,137,219,257,417,299,236,108,61,3,0,0,0,0,1,1,1,1,0,0,1,2,1,3,3,13,13,15,14,14,7,5,2,1,1,1,2,12929,12810,13815,13015,13269,13916,14274,14658,14136,14368,14863,14458,14421,14821,14826,14583,14377,14507,13877,13760,13877,13768,13563,14253.57778,14428.62222,14405.68889,14417.36957,14243.08889,723,338,877,83,-87,467,2188,2010,2470,3246,5962,6131,6115,6258,6073,5701,5386,3665,34,246,-98,548,1060,0,0,0,0,0,0,4,24,11,25,118,188,222,327,257,199,91,53,2,0,0,0,0,9,4,9,5,1,1,6,9,6,13,15,43,43,57,54,53,39,27,10,9,9,9,14,0.0062694,0.0114205,0.0040738,0.0412466,0.108748,0.156617,0.148235,0.144333,0.102889,0.0336134,0.0134117,0.0002902,37.33333333,53.33333333,51.58333333,51.16666667,34.66666667,398,398,398,398,398,398,226,145,113,113,113,113,1167,1757,956,1103,2228,2315,1489,1030,2548,1815,2056,4446,3528,2814,479,2568,222,542,3005,2190,1041,615,2314,307,585,3073,2351,1204,895,1931,444,689,2811,2503,1579,100.4822456,37.79650065
145,«‡∫£‘Á Ï∫Ã°¢¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,144,442,832,916,823,619,0,0,0,841,804,869,956,737,775,736,764,269.9949951,3502,7.75453,656,283,644,85,-91,474,1233,1058,1288,1474,2754,3857,3874,3464,4052,3476,3035,1853,32,204,-107,448,728,0,0,0,0,0,0,4,30,11,26,137,219,257,417,299,236,108,61,3,0,0,0,0,1,1,1,1,0,0,1,2,1,3,3,13,13,15,14,14,7,5,2,1,1,1,2,12929,12810,13815,13015,13269,13916,14274,14658,14136,14368,14863,14458,14421,14821,14826,14583,14377,14507,13877,13760,13877,13768,13563,14253.57778,14428.62222,14405.68889,14417.36957,14243.08889,723,338,877,83,-87,467,2188,2010,2470,3246,5962,6131,6115,6258,6073,5701,5386,3665,34,246,-98,548,1060,0,0,0,0,0,0,4,24,11,25,118,188,222,327,257,199,91,53,2,0,0,0,0,9,4,9,5,1,1,6,9,6,13,15,43,43,57,54,53,39,27,10,9,9,9,14,0.0062694,0.0114205,0.0040738,0.0412466,0.108748,0.156617,0.148235,0.144333,0.102889,0.0336134,0.0134117,0.0002902,37.33333333,53.33333333,51.58333333,51.16666667,34.66666667,398,398,398,398,398,398,226,145,113,113,113,113,1167,1757,956,1103,2228,2315,1489,1030,2548,1815,2056,4446,3528,2814,479,2568,222,542,3005,2190,1041,615,2314,307,585,3073,2351,1204,895,1931,444,689,2811,2503,1579,100.4822456,37.79650065
146,«‡∫£‘Á Ï∫Ã°¢¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,144,442,832,916,823,619,0,0,0,841,804,869,956,737,775,736,764,269.9949951,3502,7.75453,656,283,644,85,-91,474,1233,1058,1288,1474,2754,3857,3874,3464,4052,3476,3035,1853,32,204,-107,448,728,0,0,0,0,0,0,4,30,11,26,137,219,257,417,299,236,108,61,3,0,0,0,0,1,1,1,1,0,0,1,2,1,3,3,13,13,15,14,14,7,5,2,1,1,1,2,12929,12810,13815,13015,13269,13916,14274,14658,14136,14368,14863,14458,14421,14821,14826,14583,14377,14507,13877,13760,13877,13768,13563,14253.57778,14428.62222,14405.68889,14417.36957,14243.08889,723,338,877,83,-87,467,2188,2010,2470,3246,5962,6131,6115,6258,6073,5701,5386,3665,34,246,-98,548,1060,0,0,0,0,0,0,4,24,11,25,118,188,222,327,257,199,91,53,2,0,0,0,0,9,4,9,5,1,1,6,9,6,13,15,43,43,57,54,53,39,27,10,9,9,9,14,0.0062694,0.0114205,0.0040738,0.0412466,0.108748,0.156617,0.148235,0.144333,0.102889,0.0336134,0.0134117,0.0002902,37.33333333,53.33333333,51.58333333,51.16666667,34.66666667,398,398,398,398,398,398,226,145,113,113,113,113,1167,1757,956,1103,2228,2315,1489,1030,2548,1815,2056,4446,3528,2814,479,2568,222,542,3005,2190,1041,615,2314,307,585,3073,2351,1204,895,1931,444,689,2811,2503,1579,100.4822456,37.79650065
147,«‡∫£‘Á Ï∫Ã°¢¥πÀÎ≈˚ºÓ≤›°¢÷È—øﬁ§≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,78,324,788,918,843,639,0,0,0,739,785,777,759,738,725,886,792,257.4070129,3857,12.5774002,1140,621,1110,265,198,251,1677,1414,2260,1963,2588,5262,4061,5889,4576,4325,3470,2449,8,242,1450,156,779,0,0,0,0,0,0,4,24,50,16,156,151,296,368,361,226,116,79,2,0,0,0,0,2,1,1,1,1,1,2,4,3,3,8,46,14,31,20,19,7,10,1,7,3,1,6,13526,13147,13739,0,13684,14159,14240,14667,14187,14111,14808,14391,14521,14573,14754,14520,14269,14387,13945,13786,13735,13126,13348,14166.30952,14172.97826,14169.54545,14207.83721,14055.92857,2782,874,2851,275,195,289,2724,2595,3729,4112,3524,7368,7466,7644,7618,7516,5921,4662,9,284,3437,203,1897,0,0,0,0,0,0,4,22,42,13,137,136,249,302,298,194,101,69,0,0,0,0,0,17,9,9,7,5,5,11,20,17,18,29,88,52,78,67,65,38,51,6,48,21,6,41,0.004648,0.0104778,0.0050693,0.0399905,0.115957,0.183981,0.160875,0.150145,0.135557,0.0453433,0.0122932,0.000296,41.16666667,58.5,56,56.83333333,39,368,368,368,368,368,368,274,196,189,189,189,189,756,1812,387,612,2422,2258,1339,601,3967,211,669,4180,2654,1297,548,4105,306,754,4032,2698,1165,394,2779,181,391,2467,1518,704,751,2063,424,640,2949,2341,1267,100.7463466,37.74744737
