Vegatation,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7
ªÏΩª¡÷,0,0,0,723,576,788,932,656,598,107,0,0,32767,32767,554,552,471,492,32767,32767,276.9070129,2623,24.1734009,355,559,777,394,2,1705,1750,1845,2299,2507,3004,3386,5107,5036,4312,3744,2940,2568,1487,1027,976,1314,833,0,0,0,0,0,16,43,92,128,83,253,279,359,488,478,394,133,123,24,39,1,0,0,1,1,1,1,1,1,2,6,2,9,9,1,3,24,16,6,3,8,1,1,1,1,1,13435,13368,13461,13864,13370,13843,13956,14687,14224,14313,14690,0,14506,14541,14685,14385,14193,14513,13844,13819,13631,13381,13249,14183.26087,14179.73333,14127.02222,14185.1087,14117.73333,413,616,1506,504,2,2822,4089,4115,5056,5777,4992,6513,7573,7659,7223,7060,6080,6194,2268,2228,1920,2227,2206,0,0,0,0,0,15,35,83,115,72,218,240,297,381,391,318,117,106,22,31,1,0,0,9,9,9,7,5,7,12,25,10,40,31,6,14,71,54,26,20,38,7,9,9,9,9,0.0041656,0.0093477,0.0088126,0.0432663,0.088263,0.133768,0.123871,0.14306,0.120602,0.0435043,0.0098231,0.0014273,33.33333333,51.33333333,45,50.33333333,33.41666667,337,337,337,166,102,75,60,50,43,43,43,43,471,1760,231,472,2416,1722,996,1395,3078,1589,1726,3494,2371,1568,444,3350,212,620,3512,2381,976,521,2245,815,1037,3604,2727,1644,392,1668,213,368,2216,1765,920
ªÏΩª¡÷,0,0,0,440,782,772,974,837,643,0,0,0,32767,32767,703,613,763,532,922,945,326.6140137,2926,24.9834995,-105,-103,488,5,-66,213,1034,1473,2289,2361,3012,4663,4658,3379,4152,3803,2918,2387,295,51,-69,344,373,0,0,0,0,0,0,14,69,13,107,226,114,203,407,452,362,186,121,17,10,1,0,0,1,1,1,1,0,0,1,2,1,3,10,6,3,16,11,8,8,6,1,1,1,1,1,13138,13065,0,13311,13268,13918,14124,14633,14010,14101,14378,0,14374,14635,14646,14430,14267,14645,13639,13739,13479,13230,13033,14123.17391,14108.11111,14065.70732,14112.69565,14040.68889,-147,-130,538,5,-67,261,1646,2931,4291,5166,4421,7621,6979,6935,6709,6550,5787,5035,405,65,-96,517,394,0,0,0,0,0,0,13,62,13,94,202,102,181,333,375,298,163,105,9,9,0,0,0,9,4,9,3,1,2,6,10,7,16,42,28,17,57,41,35,33,32,7,9,9,6,9,0.0041656,0.0093477,0.0088126,0.0432663,0.088263,0.133768,0.123871,0.14306,0.120602,0.0435043,0.0098231,0.0014273,39.5,61.41666667,54.08333333,59.58333333,39.41666667,346,346,346,346,308,346,346,197,173,173,173,173,596,1870,261,520,2047,1769,1031,435,3222,119,572,3686,2222,1072,583,3184,241,615,3053,2178,1004,580,3111,205,600,3617,2451,1170,661,2002,257,445,2121,1694,1000
≈©ÃÔ◊˜ŒÔ,0,0,91,322,523,916,798,636,592,205,24,0,789,720,763,727,751,868,823,769,75.052597,2561,4.7872601,380,602,836,993,504,796,1676,1630,2664,3714,1026,5742,5775,5789,5063,4952,3846,3115,1731,1563,1469,279,1275,0,0,0,0,0,7,33,110,139,50,183,258,67,466,536,196,366,153,34,23,1,0,0,1,1,1,1,1,2,4,5,3,11,22,38,1,21,29,2,5,12,3,3,2,1,1,13933,13639,13888,13974,13519,14181,14491,15071,14675,14519,14742,0,14712,14504,14938,14586,0,14769,14067,14155,14106,13744,13702,14524.36957,14566.34783,14506.57778,14551.84783,14514.69565,506,806,1518,1140,574,1491,3242,3325,4998,6878,1193,8229,7978,7690,7908,7410,6431,6136,4314,3533,3117,334,2078,0,0,0,0,0,6,28,95,124,46,160,224,61,371,409,173,210,134,28,21,1,0,0,9,9,9,7,6,11,20,20,15,38,66,81,6,67,75,11,23,53,28,26,14,9,9,0.0039728,0.0094807,0.0129709,0.0463175,0.102271,0.159011,0.150008,0.156104,0.127271,0.0461432,0.0076091,0.0011842,33.91666667,56.16666667,51.25,53.08333333,33.75,144,144,144,97,74,60,51,44,39,35,32,32,453,2449,231,528,2207,1753,769,358,3685,180,616,4190,2394,1023,506,3724,244,679,3891,2694,1176,1736,3649,1234,1455,3587,2679,1632,508,2122,296,531,2906,2184,1043
≈©ÃÔ◊˜ŒÔ,0,0,33,399,509,917,784,625,591,200,22,0,809,763,742,753,714,829,728,768,74.3147964,2799,7.96524,470,194,869,367,893,873,941,1025,2199,2595,3934,5708,5080,5326,3877,3503,2434,1809,1294,1174,976,337,839,0,0,0,0,0,9,23,51,110,104,284,446,225,462,452,268,135,96,34,14,1,0,0,1,1,1,1,2,2,2,2,4,9,12,26,8,31,19,18,7,5,4,2,1,1,1,0,13323,13733,0,14187,14549,14739,15484,14793,14675,15126,14726,14617,14842,14899,14526,14514,14763,14426,14302,14158,13598,13482,14421.58696,14507.48889,14414.64444,14414.15217,14330.11111,535,202,1560,441,1775,1582,1815,1664,3311,4149,5068,7041,6483,6876,6105,5204,4773,3354,2816,2431,1938,498,1135,0,0,0,0,0,5,19,46,98,91,250,359,197,371,365,233,114,85,27,10,0,0,0,9,6,9,7,11,13,11,11,23,37,45,69,37,76,62,62,30,26,24,15,9,9,9,0.0033361,0.0065732,0.0057788,0.0408208,0.102226,0.130276,0.106115,0.131009,0.134198,0.0370698,0.0058009,0.001131,38.25,64,58.66666667,60,38.66666667,244,244,244,127,90,71,59,50,44,39,35,35,1113,2692,555,974,3319,2524,1909,782,4504,386,897,3893,2291,1302,779,4209,371,869,3317,2227,1156,981,3110,507,942,3223,2187,1224,1044,2098,507,847,2952,2544,1692
≈©ÃÔ◊˜ŒÔ,0,0,84,297,488,899,758,598,566,194,22,0,801,797,706,707,689,724,774,952,141.3029938,2533,10.9737997,1501,1251,1075,1276,1195,1005,1196,1336,2226,3210,1942,4424,3845,3554,3340,3376,2741,2497,2067,1571,1245,1182,1101,0,0,0,0,0,12,30,76,143,152,311,325,412,375,363,293,126,133,46,15,1,0,0,1,1,1,2,1,2,3,3,5,12,19,20,19,17,12,14,7,7,3,2,1,2,1,13697,13563,13979,13836,14333,14453,14749,15453,14873,14847,15121,14686,14794,14892,15015,14804,14687,14788,14430,14343,14071,13689,13637,14519.43478,14547.54348,14491.59091,14548.57778,14470.06522,2854,2415,1863,2180,1956,1877,2153,2353,3717,5104,2734,6578,5787,6317,5829,6363,5278,4954,4594,3213,2506,2389,2360,0,0,0,0,0,10,27,67,128,130,266,278,351,316,306,247,108,114,37,12,1,0,0,9,9,9,13,7,11,14,13,27,49,64,67,65,60,45,51,38,37,26,17,9,17,9,0.0033361,0.0065732,0.0057788,0.0408208,0.102226,0.130276,0.106115,0.131009,0.134198,0.0370698,0.0058009,0.001131,32.08333333,53.75,48.58333333,50.75,32,157,157,157,103,79,64,54,47,41,37,34,34,903,2786,472,872,2756,2338,1328,664,3217,370,791,3594,2144,1137,642,2605,334,662,2982,1891,1021,510,2295,285,543,2588,1796,896,782,2222,456,714,2577,2080,1200
≈©ÃÔ◊˜ŒÔ,0,0,130,243,474,931,722,568,576,202,21,0,853,757,731,745,720,756,705,946,322.0939941,2412,3.13521,1335,947,1100,1060,1263,1019,1269,1457,2153,2474,6359,3618,4245,2510,3058,3006,2416,3014,2054,1243,1153,1070,1033,0,0,0,0,1,15,29,87,129,105,173,302,321,344,297,288,167,139,61,19,3,0,0,1,1,1,3,2,2,2,3,5,7,16,10,10,12,7,11,6,4,5,2,1,1,1,13669,13660,13918,13932,14315,14544,14688,15392,15050,0,15364,14983,15116,15102,15373,14896,14730,14866,14512,14302,14130,13757,13726,14535.95652,14586.13636,14488.88636,14525.73913,14465.62222,2014,1715,1816,1619,1919,1849,1988,2786,3180,4306,6809,5454,5911,4483,4914,5784,4442,5630,4294,2633,2201,1911,1803,0,0,0,0,0,12,27,78,114,92,153,261,285,296,257,252,150,125,53,16,2,0,0,9,9,9,16,13,11,10,14,23,29,52,39,41,48,33,44,31,26,29,15,9,9,9,0.0033361,0.0065732,0.0057788,0.0408208,0.102226,0.130276,0.106115,0.131009,0.134198,0.0370698,0.0058009,0.001131,30.33333333,51.08333333,46,48,30.41666667,180,180,147,102,79,65,55,48,43,38,35,35,950,2387,507,862,2162,2006,1303,820,3001,716,1132,3245,2512,1880,570,2492,456,796,2663,1939,1396,582,2179,497,826,2928,2292,1416,608,2175,515,796,2381,2017,1335
ªƒƒÆ,0,0,187,166,488,1070,687,648,602,183,19,0,828,991,899,808,859,871,798,740,164.6629944,2854,5.76053,947,1119,997,815,972,993,1028,1228,1650,1689,2317,2846,2096,1982,1597,1905,1803,1924,1179,1023,1061,215,996,0,0,0,0,1,12,26,55,58,72,113,100,184,176,161,145,76,87,32,9,0,0,0,1,1,1,2,2,2,2,2,3,3,5,6,6,5,4,5,3,3,2,2,1,1,1,13661,14011,14038,14333,14474,14849,15255,15667,15157,15318,15368,14905,14728,15568,15515,15508,14777,14833,14537,14340,14097,13595,13964,14831.97778,14721,14711.43478,14647.47826,14685.43478,1597,1889,1679,1343,1435,1637,1533,1898,2293,2575,3190,4003,4161,3079,2634,2738,3503,2900,2332,1911,1825,237,1762,0,0,0,0,0,10,23,49,55,64,99,89,158,150,138,125,66,77,26,8,0,0,0,9,9,9,12,12,13,12,12,13,17,21,25,27,24,21,23,21,19,14,15,9,9,9,0.006009,0.0054513,0.0086689,0.0338147,0.159923,0.101232,0.0971465,0.108675,0.0671871,0.0325923,0.0130162,0.0009706,30,48.91666667,47.5,43.75,34.5,95,95,90,74,63,55,48,44,39,36,36,36,1545,2617,830,1328,3078,3481,2745,1371,3202,668,1111,3118,2946,2439,1374,2597,699,1183,3563,3239,2722,1588,2786,803,1308,3620,3715,2994,1509,2742,770,1264,3692,3817,2885
ªƒƒÆ,0,0,187,166,488,1070,687,648,602,183,19,0,828,991,899,808,859,871,798,740,350.9580078,2853,9.6286602,1194,1165,1037,867,1000,1035,1077,1219,1653,1741,2352,3003,2135,1934,1705,1930,1803,2096,1323,1103,1065,240,974,0,0,0,0,0,12,29,61,69,90,128,165,154,176,161,145,74,101,26,12,0,0,0,1,1,1,2,2,2,2,2,2,4,6,6,7,5,3,4,5,2,3,2,1,1,1,13586,13974,14047,14347,14552,14800,15245,15645,15120,15295,15311,14849,14724,15560,15595,15476,14721,14821,14570,14417,14100,13680,13949,14831.97778,14721,14711.43478,14647.47826,14685.43478,2035,1958,1745,1433,1475,1710,1605,1896,2285,2818,3241,4182,4278,3194,2838,2793,3503,3111,2794,2172,1843,271,1733,0,0,0,0,0,12,25,52,60,80,112,147,129,150,138,125,66,88,25,9,0,0,0,9,9,9,13,12,14,11,13,13,19,28,25,32,24,17,21,26,15,16,18,9,9,9,0.006009,0.0054513,0.0086689,0.0338147,0.159923,0.101232,0.0971465,0.108675,0.0671871,0.0325923,0.0130162,0.0009706,30,48.91666667,47.5,43.75,34.5,95,95,90,74,63,55,48,44,39,36,36,36,1433,2539,756,1218,3485,3156,2746,1318,3213,743,1268,3896,3347,2459,1332,2522,660,1132,3429,3191,2670,1504,2670,718,1219,3496,3542,2804,1472,2802,770,1264,3692,3817,2885
ªƒƒÆ,0,0,128,94,527,978,584,631,467,127,17,0,892,759,896,839,854,928,867,935,35.1814003,2916,5.2891102,1344,1276,1273,1128,1248,1192,1559,1726,1747,1693,1339,3356,3065,2715,2637,2689,2324,1759,1680,1282,1377,1209,1114,0,0,0,0,0,5,25,51,68,84,162,69,231,311,260,194,41,89,26,7,0,0,0,2,2,2,2,2,2,2,2,3,6,6,2,9,11,13,6,3,3,4,3,2,2,1,13752,13833,14020,14192,14535,14615,15320,15774,15218,15134,15087,14059,14933,15158,15483,15267,14636,15199,14519,14405,14088,14036,13931,14828.84783,14828,14834.86667,14699.45652,14784.66667,2233,2184,2100,1832,2060,1929,2287,2579,2695,2649,1575,5112,4530,4587,4368,4344,4201,3328,3457,2592,2485,2259,2068,0,0,0,0,0,4,22,46,61,75,146,62,197,250,218,172,37,78,22,6,0,0,0,15,15,15,15,14,13,11,12,16,25,26,9,38,43,48,28,18,20,25,20,17,14,9,0.0067028,0.0073402,0.0099728,0.0370101,0.154447,0.108796,0.0893821,0.0815878,0.0545884,0.0316661,0.0103631,0.0006371,28,41.08333333,41.58333333,39,31.5,9,9,9,9,9,8,8,8,8,8,8,8,1526,2626,736,1186,3679,3335,2810,957,2959,505,944,3400,3161,1842,916,2469,484,844,2971,2965,1982,1036,2628,539,952,3478,3397,2435,974,1946,497,795,2939,3075,2349
ªƒƒÆ,0,0,120,154,440,986,848,591,648,181,35,0,718,732,742,728,725,753,769,767,279.2139893,2268,23.6912003,124,899,362,365,476,1379,998,1823,1935,2277,2341,4123,4409,4032,3111,2940,1826,2331,835,431,1329,254,260,0,0,0,0,0,18,32,103,105,79,209,83,66,348,324,212,34,92,33,16,4,0,0,2,1,2,1,2,2,2,3,4,6,11,1,2,13,13,10,8,6,2,2,2,2,2,13494,13580,13498,13622,13987,14029,14428,14744,14661,14565,14873,0,0,14746,14762,14460,14253,14367,13913,14099,13926,13579,13593,14560.65217,14516.08696,14502.33333,14512.13333,14505.15556,519,1578,831,677,659,2215,2660,4124,5081,5619,3495,7439,6684,6390,7212,7236,5321,4325,2278,1650,1934,3154,2323,0,0,0,0,0,15,27,91,96,72,182,73,58,294,278,183,30,82,27,13,3,0,0,18,9,15,7,14,12,12,14,19,23,42,6,9,53,50,42,34,33,11,14,18,19,16,0.0046044,0.0093122,0.0050481,0.0297368,0.109988,0.113239,0.112235,0.124439,0.12508,0.037382,0.0121982,0.0008996,30.58333333,55.58333333,51,46.91666667,34.08333333,159,159,124,103,87,76,68,61,56,51,47,47,440,1569,407,654,2129,2006,1299,337,2295,774,1097,3954,2685,1545,905,3047,552,1006,3775,3191,1952,284,1771,1016,1209,3336,2761,1751,776,1959,524,830,3270,2882,1885
ªƒƒÆ,0,0,120,154,440,986,848,591,648,181,35,0,718,732,742,728,725,753,769,767,279.2139893,2268,23.6912003,51,899,85,240,476,1379,758,1662,1686,1775,2341,3693,4381,3033,2410,2373,1544,2331,605,431,560,0,313,0,0,0,0,0,15,28,72,105,79,247,83,51,369,360,175,34,92,27,10,3,0,0,3,1,2,2,2,2,2,3,4,5,10,1,1,13,10,9,8,6,1,2,3,1,2,13494,13580,13498,13622,13987,14029,14428,14744,14661,14565,14873,0,0,14746,14762,14460,14253,14367,13913,14099,13926,13579,13593,14560.65217,14516.08696,14502.33333,14512.13333,14505.15556,242,1578,221,472,659,2215,1805,4080,4953,4416,3495,7610,6894,5058,5494,7569,5406,4325,2096,1650,1040,0,4814,0,0,0,0,0,13,24,63,96,72,212,73,44,316,300,153,30,82,24,9,2,0,0,20,9,15,10,14,14,12,13,21,23,40,5,4,53,42,38,34,33,9,15,21,9,17,0.0046044,0.0093122,0.0050481,0.0297368,0.109988,0.113239,0.112235,0.124439,0.12508,0.037382,0.0121982,0.0008996,30.58333333,55.58333333,51,46.91666667,34.08333333,159,159,124,103,87,76,68,61,56,51,47,47,598,1544,407,654,2129,2006,1299,254,1872,137,349,1741,1105,517,748,2836,479,945,4215,3055,1838,175,1265,51,190,1359,900,370,776,1959,524,830,3270,2882,1885
‹∏‹∏≤›≤›µÈ,0,0,0,241,463,901,937,795,510,0,0,0,708,782,821,768,947,722,745,838,46.6305008,3119,5.3927798,1909,1225,1768,1128,-55,1783,1979,1923,2824,3841,1857,5009,4416,6345,6304,6240,4569,3618,2032,2112,2076,1885,2026,0,0,0,0,0,0,2,22,50,60,180,109,321,428,301,302,119,87,1,0,0,0,0,1,2,2,1,1,2,2,2,4,9,9,11,18,19,16,19,12,6,5,3,3,2,2,13544,13587,13747,13875,13734,14327,14300,14741,14648,14719,14662,13940,14559,14865,15069,14490,14424,14491,14224,14148,13871,13557,13455,14438.08696,14516.76087,14451.41304,14475.91304,14422.3913,2791,1968,2433,1530,-52,2618,2655,2821,3961,5313,5007,6625,6697,7974,7943,8196,6709,5588,3737,3456,3151,2833,2933,0,0,0,0,0,0,1,21,40,50,162,97,266,339,253,249,104,74,-4,0,0,0,0,9,19,18,7,5,11,12,11,20,35,40,42,58,65,55,65,56,33,36,27,21,15,19,0.0066461,0.0072794,0.00633,0.0296683,0.0650167,0.151646,0.126287,0.180333,0.117566,0.0243321,0.0082756,0.000379,33.66666667,46.33333333,46.25,45.25,32.5,346,346,346,346,346,346,127,88,68,68,68,68,1004,3281,598,984,3388,3001,2064,839,4134,115,248,1302,811,359,476,4225,491,852,3202,2064,1322,395,3985,368,665,3182,2024,1015,798,2820,548,817,2825,2344,1461
‹∏‹∏≤›≤›µÈ,0,0,0,384,371,824,729,721,547,40,0,0,799,786,853,820,709,726,32767,32767,325.7929993,2595,10.3662004,1439,1842,1402,1481,2776,1564,2190,1704,2530,2816,3825,4369,4474,3351,3652,3467,3048,2142,2072,1549,1997,1443,1260,0,0,0,0,0,0,2,50,67,35,188,218,273,351,277,206,116,78,4,0,0,0,0,3,2,3,3,2,2,4,5,5,3,6,6,17,18,14,13,6,4,4,3,2,3,3,13214,13182,13449,13711,13663,14110,14075,14283,14408,14371,14719,14343,14406,14724,14827,14419,14281,14415,14002,13859,13554,13320,13063,14399.4,14438.22222,14382,14394.5,14387.80435,3642,3857,3969,3705,5319,3653,4326,3149,4773,6103,7814,7893,7218,7896,7651,6874,6916,6537,3657,3773,5544,4730,4330,0,0,0,0,0,0,2,43,57,30,161,193,234,303,239,177,98,66,-4,0,0,0,0,20,15,20,18,14,11,20,23,24,13,23,25,59,60,54,52,32,23,30,26,18,20,20,0.00594,0.0082646,0.0041047,0.0243797,0.104193,0.1235,0.11955,0.110521,0.122903,0.0261302,0.0115389,0.0009787,33.33333333,45.58333333,45.66666667,44,31.33333333,225,225,225,115,81,64,53,45,39,39,39,39,399,1649,616,955,2700,2631,1779,262,2225,345,695,2629,1921,1105,300,2479,329,722,2969,2059,1170,244,1677,416,711,2733,1946,1098,269,1285,471,805,2974,2641,1782
‹∏‹∏≤›≤›µÈ,0,0,0,619,490,909,805,729,605,206,0,0,862,826,899,897,749,959,918,894,41.2505989,3285,4.1100502,222,-54,-492,-625,-99,-377,109,886,413,793,281,1680,-171,645,140,878,1285,-214,-633,-447,874,-485,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13399,13189,13478,13506,13672,14153,13726,14394,14452,14350,14659,14571,14419,14673,14639,14658,14392,14433,14103,13813,13756,13736,13644,14540.22222,14611.06522,14506.84091,14534.3913,14530.3913,279,-80,-585,-694,-96,-487,387,2158,1244,1977,1268,3784,0,2431,670,2876,3190,0,0,0,2021,-1797,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041897,0.0079604,0.0050642,0.0442607,0.132716,0.103899,0.127969,0.13044,0.090197,0.0358933,0.0079097,0.0000411,34,52,49.16666667,49.16666667,34.83333333,347,347,347,128,88,68,56,48,42,37,37,37,933,1393,344,406,-5,333,178,757,1679,334,513,333,479,308,431,708,274,486,66,277,199,509,920,315,511,196,210,142,212,121,374,534,21,129,105
‹∏‹∏≤›≤›µÈ,0,0,0,619,490,909,805,729,605,206,0,0,891,736,885,876,726,944,941,912,50.0723991,3278,10.4928999,222,-54,-492,-625,-99,-377,109,886,413,793,281,1680,-171,645,140,878,1285,-214,-633,-447,874,-485,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13399,13189,13478,13506,13672,14153,13726,14394,14452,14350,14659,14571,14419,14673,14639,14658,14392,14433,14103,13813,13756,13736,13644,14540.22222,14611.06522,14506.84091,14534.3913,14530.3913,279,-80,-585,-694,-96,-487,387,2158,1244,1977,1268,3784,0,2431,670,2876,3190,0,0,0,2021,-1797,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041897,0.0079604,0.0050642,0.0442607,0.132716,0.103899,0.127969,0.13044,0.090197,0.0358933,0.0079097,0.0000411,34,52,49.16666667,49.16666667,34.83333333,347,347,347,128,88,68,56,48,42,37,37,37,933,1393,344,406,-5,333,178,757,1679,334,513,333,479,308,431,708,274,486,66,277,199,509,920,315,511,196,210,142,212,121,374,534,21,129,105
‹∏‹∏≤›≤›µÈ,0,0,0,619,490,909,805,729,605,206,0,0,891,736,885,876,726,944,941,912,170.9199982,3282,14.4237003,-501,-1507,-945,-275,-106,-968,-417,-110,0,0,-182,-86,1560,0,0,0,0,0,-529,0,30,-577,-1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13399,13189,13478,13506,13672,14153,13726,14394,14452,14350,14659,14571,14419,14673,14639,14658,14392,14433,14103,13813,13756,13736,13644,14540.22222,14611.06522,14506.84091,14534.3913,14530.3913,-579,-1922,-1222,-330,-103,-1246,-564,-451,0,0,0,-891,2758,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041897,0.0079604,0.0050642,0.0442607,0.132716,0.103899,0.127969,0.13044,0.090197,0.0358933,0.0079097,0.0000411,34,52,49.16666667,49.16666667,34.83333333,347,347,347,128,88,68,56,48,42,37,37,37,309,309,344,406,-5,333,178,226,189,334,513,333,479,308,137,63,274,486,66,277,199,132,0,315,511,196,210,142,139,73,374,534,21,129,105
‹∏‹∏≤›≤›µÈ,0,0,0,675,491,1057,848,824,614,226,0,0,881,873,901,774,913,848,936,992,222.3300018,3273,19.3328991,-378,-46,-1004,-510,0,-1000,-468,0,-93,-123,11,618,37,0,0,0,0,0,0,0,-157,-409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13330,13120,13426,13371,13529,13730,13794,14256,14170,14346,14515,0,14455,14525,14526,14445,14318,14311,14053,13874,13679,13507,13363,14625.64444,14637.30435,14508.2,14517.58696,14510.82609,-539,-45,-1361,-587,0,-1837,-1935,0,-1092,-593,36,1146,126,0,0,0,0,0,0,0,-1261,-1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003931,0.0078807,0.0093208,0.0426293,0.107839,0.12741,0.117123,0.112039,0.094734,0.0329813,0.0078218,0.000388,35.33333333,54.91666667,52,52.25,37.91666667,317,317,317,117,81,73,58,48,42,42,42,42,90,-7,612,566,3,207,9,10,-18,328,360,-21,92,0,-58,-50,186,180,-42,134,84,9,-32,221,203,-54,114,0,6,0,215,229,37,106,58
‹∏‹∏≤›≤›µÈ,0,0,0,675,491,1057,848,824,614,226,0,0,881,873,901,774,913,848,936,992,226.1069946,3252,2.6825399,-402,-46,-863,-352,-72,-1014,-66,-44,-97,-123,-219,334,-65,0,0,0,0,0,0,0,-211,-233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13330,13120,13426,13371,13529,13730,13794,14256,14170,14346,14515,0,14455,14525,14526,14445,14318,14311,14053,13874,13679,13507,13363,14625.64444,14637.30435,14508.2,14517.58696,14510.82609,-529,-45,-1096,-402,-69,-1767,-328,0,-950,-593,-1302,795,-281,0,0,0,0,0,0,0,-1657,-1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003931,0.0078807,0.0093208,0.0426293,0.107839,0.12741,0.117123,0.112039,0.094734,0.0329813,0.0078218,0.000388,35.33333333,54.91666667,52,52.25,37.91666667,317,317,317,117,81,73,58,48,42,42,42,42,102,-4,612,566,3,207,9,10,-18,328,360,-21,92,0,-96,-6,186,180,-42,134,84,9,-32,221,203,-54,114,0,6,0,215,229,37,106,58
